,Unnamed: 0.1,NPI,PROVIDER NAME,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP,MEDICARE ID EFFECTIVE DATE,PHONE,address,lat,lon
245,245,1922523232,COMMUNITY MEDICAL SERVICES ARIZONA-,2001 W ORANGE GROVE RD,STE 202,TUCSON,AZ,85704-1100,1/1/2020,5207753500,"2001 w orange grove rd,Tucson,AZ,85704,US",32.3213663,-111.0088108
246,246,1922543461,MATHERS RECOVERY LLC,101 TOWNE CENTRE LN,,FOX LAKE,IL,60020-1801,1/1/2020,2249083005,"101 towne centre ln,Fox lake,IL,60020,US",42.395905,-88.17892599999999
247,247,1922753995,DENVER RECOVERY GROUP LLC,130 N PARK AVE,,MONTROSE,CO,81401-3756,1/1/2020,7206160049,"130 n park ave,Montrose,CO,81401,US",38.4823166,-107.8757192
248,248,1932253812,SOUTHERN INDIANA CENTER LLC,7509 CHARLESTOWN PIKE,,CHARLESTOWN,IN,47111-9623,1/1/2020,8122564686,"7509 charlestown pike,Charlestown,IN,47111,US",38.3840286,-85.6884192
249,249,1932696770,BHG GLEN ALLEN TREATMENT CENTER,13100 MOUNTAIN RD,,GLEN ALLEN,VA,23059-1734,1/1/2020,8045100556,"13100 mountain rd,Glen allen,VA,23059,US",37.6910156,-77.54534129999999
250,250,1932759289,AEGIS TREATMENT CENTERS LLC,1768 MITCHELL RD,STE 301,CERES,CA,95307-2156,1/1/2020,2093534838,"1768 mitchell rd,Ceres,CA,95307,US",37.6055987,-120.9381057
251,251,1932762127,AMERICAN ADDICTION TREATMENT CENTER,5583 MOORETOWN RD,STE B,WILLIAMSBURG,VA,23188-2111,1/1/2020,7575857611,"5583 mooretown rd,Williamsburg,VA,23188,US",37.3165325,-76.73303949999999
252,252,1942292487,TURNING POINT CLINIC,2401 E NORTH AVE,,BALTIMORE,MD,21213-1517,1/1/2020,4106752113x185,"2401 e north ave,Baltimore,MD,21213,US",39.3123401,-76.58369619999999
253,253,1942342811,WESTERN PACIFIC MED-CORP,10751 DALE AVE,,STANTON,CA,90680-2604,1/1/2020,7148215311,"10751 dale ave,Stanton,CA,90680,US",33.8061426,-117.9848556
254,254,1942502638,TRANQUILITY PLACE OF UTAH LLC,160 E 800 S,# B,SALT LAKE CITY,UT,84111-3827,1/1/2020,8019249240,"160 e 800 s,Salt lake city,UT,84111,US",40.7515847,-111.886211
255,255,1942728985,STAUNTON TREATMENT CENTER,15 GREEN HILLS DR,STE 7,VERONA,VA,24482-2674,1/1/2020,5402176366,"15 green hills dr,Verona,VA,24482,US",38.1906545,-79.02500169999999
256,256,1942728985,"STAUNTON TREATMENT CENTER, LLC",15 GREEN HILLS DR,STE 6,VERONA,VA,24482-2674,1/1/2020,5402176366,"15 green hills dr,Verona,VA,24482,US",38.1906545,-79.02500169999999
257,257,1952332801,THE NEW YORK AND PRESBYTERIAN HOSPI,HELMSLEY TOWER,503 E 70TH ST,NEW YORK,NY,10021-4872,8/12/2020,2127461252,"Helmsley tower,New york,NY,10021,US",40.7656562,-73.95430089999999
258,258,1952733974,"METRO TREATMENT OF MAINE, LP",166 NEW COUNTY RD,,ROCKLAND,ME,04841-5320,1/1/2020,2075960312,"166 new county rd,Rockland,ME,04841,US",44.1010698,-69.1204743
259,259,1952854408,MEDMARK TREATMENT CENTERS OF PENNSY,1984 RTE 22,MEDMARK TREATMENTCENTERSBLAIRSVILLE,BLAIRSVILLE,PA,15717-6120,6/16/2020,7244594884,"1984 rte 22,Blairsville,PA,15717,US",40.4311796,-79.26086900000001
260,260,1952881609,SIBUS TREATMENT SERVICES,6170 HUNT CLUB RD,,ELKRIDGE,MD,21075-5518,2/26/2020,4438203234,"6170 hunt club rd,Elkridge,MD,21075,US",39.2005282,-76.7375414
261,261,1972056547,VCPHCS X LLC,2114 MIDPOINT DR UNIT 4,BHG FT COLLINS TREATMENT CENTER,FORT COLLINS,CO,80525-4324,1/1/2020,9702240495,"2114 midpoint dr unit 4,Fort collins,CO,80525,US",40.5666338,-105.0374524
262,262,1972661411,OPERATION PAR INC,6150 150TH AVE N,NATC CLEARWATER OPERATION PAR INC,CLEARWATER,FL,33760-2138,1/1/2020,7275074673,"6150 150th ave n,Clearwater,FL,33760,US",27.9081009,-82.7200092
263,263,1972880417,AUGUSTA ADDICTION ASSOCIATES,600 COMMERCIAL CT,STE A,SAVANNAH,GA,31406-3671,1/1/2020,9123524357,"600 commercial ct,Savannah,GA,31406,US",32.0056463,-81.1085313
264,264,1982215299,"PINNACLE TREATMENT CENTERS OH-XIII,",8500 BILSTEIN BLVD,,HAMILTON,OH,45015-2218,9/23/2021,5132859583,"8500 bilstein blvd,Hamilton,OH,45015,US",39.3436102,-84.51185500000001
265,265,1992031371,SHELBY COUNTY TREATMENT CENTER,750 HIGHWAY 31 S,,ALABASTER,AL,35007-4627,1/1/2020,2052160200,"750 highway 31 s,Alabaster,AL,35007,US",33.2129759,-86.7878581
266,266,1992758361,"START TREATMENT & RECOVERY CENTERS,",2191 3RD AVE,,NEW YORK,NY,10035-3520,1/1/2020,2123485650,"2191 3rd ave,New york,NY,10035,US",40.8079572,-73.9312302
